group,screen,story_id,status,priority,user_story,evidence,gap
Configuration/Time Management,Type Of Work Settings,TOW-04,partial,Low,"As an HR admin, I want to page through and refresh the list of types of work, so that I can browse all entries across multiple pages",kensium-artifacts.ts kx-156 artifact only,No pagination/refresh controls
Configuration/Time Management,Type Of Work Settings,TOW-05,partial,Medium,"As an HR admin, I want to navigate to the Timesheet Approvers and Short Time Settings tabs, so that I can manage related configuration in context",kensium-artifacts.ts kx-156 artifact only,No tab navigation to Timesheet Approvers / Short Time Settings
Configuration/Time Management,Type Of Work Settings,TOW-06,partial,Low,"As an HR admin, I want to proceed to the next step or cancel, so that I can control the configuration workflow",kensium-artifacts.ts kx-156 artifact only,No Next/Cancel workflow controls
Configuration/Time Off - Leave,Email Templates,ETMPL-01,done,High,"As an HR admin, I want to view the list of leave email templates showing template type ID, email type, and description, so that I can review which email notifications are configure","config-general.tsx template editor (LVE-48): event select, Email channel, subject/body",
Configuration/Time Off - Leave,Email Templates,ETMPL-02,done,High,"As an HR admin, I want to view an individual email template using the View task action, so that I can inspect its content before it is sent.",config-general.tsx loadTemplate shows individual template content,
Configuration/Time Off - Leave,Email Templates,ETMPL-03,partial,Medium,"As an HR admin, I want to refresh the email templates list, so that I always see the current set of configured templates.",editor in config-general.tsx; artifact kensium-artifacts.ts:4621,no list-with-refresh view of templates
Configuration/Time Off - Leave,Email Templates,ETMPL-04,partial,Low,"As an HR admin, I want to page through the email templates list, so that I can navigate large numbers of templates.",editor in config-general.tsx,no paged template list
Configuration/Time Off - Leave,FMLA Approvers,FMAPP-01,done,High,"As an HR admin, I want to add new FMLA approver(s), so that FMLA requests are routed to the correct people for approval.",config-approvers.tsx MappingKind 'fmla' add locations+approvers (LVE-37),
Configuration/Time Off - Leave,FMLA Approvers,FMAPP-02,done,High,"As an HR admin, I want to view FMLA approvers by location and approver, so that I can verify approval routing per location.",config-approvers.tsx FMLA mapping table Locations/Approvers,
Configuration/Time Off - Leave,FMLA Approvers,FMAPP-03,done,Medium,"As an HR admin, I want to see a clear empty state when no FMLA approvers exist, so that I know configuration is required.",config-approvers.tsx empty state 'No approvers configured...' message,
Configuration/Time Off - Leave,FMLA Approvers,FMAPP-04,partial,Low,"As an HR admin, I want to page through and navigate back from the FMLA Approvers list, so that I can manage many approver mappings.",list in config-approvers.tsx; artifact in kensium-artifacts.ts,no Next/Back pagination
Configuration/Time Off - Leave,FMLA Qualifying Reasons,FMQR-01,done,High,"As an HR admin, I want to add a new FMLA qualifying reason, so that employees can select valid reasons when requesting FMLA leave.","config-approvers.tsx addFmlaReason with fmlaType+reason, kind qualifying (LVE-38)",
Configuration/Time Off - Leave,FMLA Qualifying Reasons,FMQR-02,done,High,"As an HR admin, I want to view qualifying reasons by FMLA type and reason, so that I can review the configured FMLA reasons.",config-approvers.tsx lists reasons by FMLA type and reason,
Configuration/Time Off - Leave,FMLA Qualifying Reasons,FMQR-03,partial,Medium,"As an HR admin, I want to refresh the qualifying reasons list, so that I see the latest entries after changes.",reasons list in config-approvers.tsx; artifact in kensium-artifacts.ts,no refresh control
Configuration/Time Off - Leave,FMLA Qualifying Reasons,FMQR-04,partial,Low,"As an HR admin, I want to see an empty state when no qualifying reasons exist, so that I know to configure them.",reasons list in config-approvers.tsx,no explicit 'No records to display' empty state for reasons
Configuration/Time Off - Leave,FMLA Rejection Reasons,FMRR-01,done,High,"As an HR admin, I want to add a new FMLA rejection reason, so that approvers can select a standard reason when rejecting FMLA requests.",config-approvers.tsx addFmlaReason with kind rejection (LVE-39),
Configuration/Time Off - Leave,FMLA Rejection Reasons,FMRR-02,done,High,"As an HR admin, I want to view rejection reasons by FMLA type and reason, so that I can review the configured rejection reasons.",config-approvers.tsx lists rejection reasons by FMLA type/reason,
Configuration/Time Off - Leave,FMLA Rejection Reasons,FMRR-03,partial,Medium,"As an HR admin, I want to refresh the rejection reasons list, so that I see the latest entries.",reasons list in config-approvers.tsx; artifact in kensium-artifacts.ts,no refresh control
Configuration/Time Off - Leave,FMLA Rejection Reasons,FMRR-04,partial,Low,"As an HR admin, I want to see an empty state when no rejection reasons exist, so that I know to configure them.",reasons list in config-approvers.tsx,no explicit 'No records to display' empty state for reasons
